chr1:14362-29370	WASH7P
chr7:856252-914557	SUN1
chr7:872142-914557	SUN1
chr7:916191-936071	GET4
chr7:937537-966852	ADAP1
chr7:937537-985452	ADAP1
chr7:937537-994319	ADAP1
chr7:1004486-1015235	COX19
chr7:1036622-1068068	C7orf50
chr7:1036622-1177893	C7orf50
chr7:1036623-1177893	C7orf50
chr7:1084209-1098905	GPR146
chr7:1473995-1499109	MICALL2
chr7:1509913-1544018	INTS1
chr7:1570368-1582679	MAFK
chr7:1581871-1596066	TMEM184A
chr7:1609709-1629261	PSMG3-AS1
chr7:1748798-1787590	ELFN1
chr7:1855428-1980186	MAD1L1
chr7:1855428-2272583	MAD1L1
chr7:2281857-2290780	NUDT1
chr7:2281896-2290780	NUDT1
chr7:2291405-2354110	SNX8
chr7:2394474-2420377	EIF3B
chr7:2443195-2474216	CHST12
chr7:2477398-2487485	LOC101927181
chr7:2552163-2568063	LFNG
chr7:2557497-2568063	LFNG
chr7:2559479-2568810	LFNG
chr7:2577444-2595392	BRAT1
chr7:2598606-2647196	IQCE
chr7:2598606-2654368	IQCE
chr7:2671603-2704436	TTYH3
chr7:2719156-2756163	AMZ1
chr7:2727836-2756163	AMZ1
chr7:2727836-2804759	AMZ1
chr7:2767741-2802774	GNA12
chr7:2767741-2854893	GNA12
chr7:2767741-2883959	GNA12
chr7:2945710-3083579	CARD11
chr7:3180565-3198206	LOC100129603
chr7:4169317-4308631	SDK1
chr7:4721930-4811074	FOXK1
chr7:4815262-4834026	AP5Z1
chr7:4838740-4923335	RADIL
chr7:4931876-4998844	MMD2
chr7:4945620-4998844	MMD2
chr7:5013616-5037800	RNF216P1
chr7:5085452-5109119	RBAK
chr7:5085553-5109119	RBAK
chr7:5160941-5184177	ZNF890P
chr7:5229835-5273486	WIPI2
chr7:5253900-5273486	WIPI2
chr7:5322561-5343704	SLC29A4
chr7:5346423-5463177	TNRC18
chr7:5515428-5553429	FBXL18
chr7:5528809-5553429	FBXL18
chr7:5553485-5565176	LOC221946
chr7:5632436-5646287	FSCN1
chr7:5659672-5821361	RNF216
chr7:5702063-5720092	RNF216-IT1
chr7:5965777-6010314	RSPH10B
chr7:5965777-6010314	RSPH10B
chr7:6010556-6048659	PMS2
chr7:6010556-6048737	PMS2
chr7:6048882-6063465	AIMP2
chr7:6050356-6063465	AIMP2
chr7:6061878-6098860	EIF2AK1
chr7:6144550-6201195	USP42
chr7:6369040-6388590	FAM220A
chr7:6414126-6443598	RAC1
chr7:6448747-6487643	DAGLB
chr7:6500712-6523849	KDELR2
chr7:6536409-6591067	GRID2IP
chr7:6617065-6628610	ZDHHC4
chr7:6629652-6648357	C7orf26
chr7:6676953-6697910	ZNF316
chr7:6728064-6746566	ZNF12
chr7:6793740-6838396	RSPH10B
chr7:6793740-6838396	RSPH10B
chr7:6838566-6865926	CCZ1B
chr7:7115401-7136417	LOC100131257
chr7:7222246-7288280	C1GALT1
chr7:7294785-7317700	LOC101927354
chr7:7398244-7575460	COL28A1
chr7:7589735-7605696	LOC101927391
chr7:7606616-7647110	MIOS
chr7:7676194-7758238	RPA3
chr7:7989470-8008383	LOC100505921
chr7:8008374-8128709	GLCCI1
chr7:8152815-8301911	ICA1
chr7:8152815-8302242	ICA1
chr7:8301855-8382911	LOC100505938
chr7:8473585-8792593	NXPH1
chr7:11013499-11147376	PHF14
chr7:11013499-11209250	PHF14
chr7:12250848-12276890	TMEM106B
chr7:12370511-12443567	VWDE
chr7:12536055-12580761	LOC102725191
chr7:12536872-12580761	LOC102725191
chr7:12610203-12693228	SCIN
chr7:12629148-12693228	SCIN
chr7:13930856-14026139	ETV1
chr7:13930856-14029642	ETV1
chr7:13930856-14030865	ETV1
chr7:13930856-14031050	ETV1
chr7:14184674-14942550	DGKB
chr7:14184674-14943281	DGKB
chr7:14215606-14881075	DGKB
chr7:15239943-15601640	AGMO
chr7:15650837-15726308	MEOX2
chr7:15707572-15721604	LOC105375166
chr7:16127152-16460947	ISPD
chr7:16250111-16310229	ISPD-AS1
chr7:16566505-16621114	LRRC72
chr7:16639401-16685442	ANKMY2
chr7:16685759-16746148	BZW2
chr7:16793351-16824161	TSPAN13
chr7:16832264-16844738	AGR2
chr7:16899030-16921613	AGR3
chr7:17503069-17598533	LOC101927630
chr7:17830385-17980131	SNX13
chr7:18126565-19042037	HDAC9
chr7:18329715-18708466	HDAC9
chr7:18535333-18588123	HDAC9
chr7:18535333-18708466	HDAC9
chr7:18535885-18993939	HDAC9
chr7:18535885-19042037	HDAC9
chr7:18548896-18708466	HDAC9
chr7:19735085-19748660	TWISTNB
chr7:19758938-19812404	TMEM196
chr7:19958604-20180049	LOC101927668
chr7:20174279-20257013	MACC1
chr7:20181539-20193154	MACC1-AS1
chr7:20336331-20351335	LOC101927769
chr7:20370725-20455382	ITGB8
chr7:20655245-20796637	ABCB5
chr7:20686966-20700017	ABCB5
chr7:20686966-20707187	ABCB5
chr7:20686966-20796637	ABCB5
chr7:20875050-21061771	LINC01162
chr7:21467652-21554440	SP4
chr7:21940517-21985542	CDCA7L
chr7:22157908-22396533	RAPGEF5
chr7:22459063-22539901	STEAP1B
chr7:22478038-22539901	STEAP1B
chr7:22602956-22613617	LOC100506178
chr7:22689579-22705152	LOC401312
chr7:22852251-22862471	TOMM7
chr7:23145353-23165669	KLHL7
chr7:23145353-23215038	KLHL7
chr7:23145917-23215038	KLHL7
chr7:23221446-23240630	NUPL2
chr7:23286316-23314729	GPNMB
chr7:23338940-23349180	MALSU1
chr7:23544401-23571660	TRA2A
chr7:23636998-23684327	CCDC126
chr7:23719733-23742269	FAM221A
chr7:23749786-23872130	STK31
chr7:23749945-23872130	STK31
chr7:24612965-24733322	MPP6
chr7:24737974-24797083	DFNA5
chr7:24737974-24797639	DFNA5
chr7:24836156-24932240	OSBPL3
chr7:24836156-25019831	OSBPL3
chr7:25174316-25219817	C7orf31
chr7:26191847-26226756	NFE2L3
chr7:26229556-26240413	HNRNPA2B1
chr7:26240831-26253227	CBX3
chr7:26241324-26253227	CBX3
chr7:26331515-26413949	SNX10
chr7:26332665-26413950	SNX10
chr7:26400504-26413949	SNX10
chr7:26403945-26413949	SNX10
chr7:26411639-26439038	LOC105375304
chr7:26443108-26535986	LOC441204
chr7:26677490-26686889	C7orf71
chr7:26706681-26897342	SKAP2
chr7:26706681-26904362	SKAP2
chr7:27145809-27159214	HOXA3
chr7:27145809-27166639	HOXA3
chr7:27179983-27195547	HOXA-AS3
chr7:27202057-27219880	HOXA10-HOXA9
chr7:27210210-27219880	HOXA10
chr7:27565059-27702620	HIBADH
chr7:27655593-27667111	TSL
chr7:27778992-27869386	TAX1BP1
chr7:27779714-27869386	TAX1BP1
chr7:28220076-28280996	JAZF1-AS1
chr7:28338940-28865511	CREB5
chr7:28452144-28865511	CREB5
chr7:28475234-28865511	CREB5
chr7:28725598-28865511	CREB5
chr7:29019583-29052985	LOC100506497
chr7:29034847-29235067	CPVL
chr7:29234121-29553951	CHN2
chr7:29237357-29553951	CHN2
chr7:29238656-29248586	LOC102724484
chr7:29519328-29553951	CHN2
chr7:29523432-29553951	CHN2
chr7:29685538-29724754	LOC646762
chr7:29846170-29956682	WIPF3
chr7:29959719-30029425	SCRN1
chr7:29959719-30029734	SCRN1
chr7:29959719-30029905	SCRN1
chr7:30050199-30066417	FKBP14
chr7:30067977-30124278	PLEKHA8
chr7:30067977-30130359	PLEKHA8
chr7:30067977-30157961	PLEKHA8
chr7:30174552-30202381	MTURN
chr7:30287045-30325701	LOC105375218
chr7:30323923-30407308	ZNRF2
chr7:30430501-30443670	LINC01176
chr7:30464143-30518393	NOD1
chr7:30587973-30617395	LOC401320
chr7:30634351-30673648	GARS
chr7:30634509-30673648	GARS
chr7:30691559-30722141	CRHR2
chr7:30691559-30739719	CRHR2
chr7:30791751-30932002	INMT-MINDY4
chr7:30811033-30932002	MINDY4
chr7:30951309-30965132	AQP1
chr7:31003636-31019146	GHRHR
chr7:31092076-31151093	ADCYAP1R1
chr7:31553685-31696116	CCDC129
chr7:31556978-31696116	CCDC129
chr7:31726631-31748069	PPP1R17
chr7:31790793-32111048	PDE1C
chr7:31823126-32110474	PDE1C
chr7:31823126-32111048	PDE1C
chr7:31823126-32339016	PDE1C
chr7:31823126-32467836	PDE1C
chr7:32535038-32628353	AVL9
chr7:32620553-32758780	DPY19L1P1
chr7:32865914-32878356	DPY19L1P2
chr7:32907778-32931468	KBTBD2
chr7:32956427-32982782	RP9P
chr7:32997016-33046543	FKBP9
chr7:33019086-33046543	FKBP9
chr7:33053725-33080777	NT5C3A
chr7:33053725-33102409	NT5C3A
chr7:33134410-33149002	RP9
chr7:33168897-33645680	BBS9
chr7:33169152-33676526	BBS9
chr7:34386124-34797884	NPSR1-AS1
chr7:34697851-34917944	NPSR1
chr7:34697897-34889590	NPSR1
chr7:34697897-34917944	NPSR1
chr7:34968493-35077653	DPY19L1
chr7:35120899-35225774	DPY19L2P1
chr7:35242042-35293711	TBX20
chr7:35271112-35293711	TBX20
chr7:35353466-35416086	LOC401324
chr7:35672270-35734772	HERPUD2
chr7:35794574-35840235	SEPT7-AS1
chr7:35840596-35946715	SEPT7
chr7:36192836-36341152	EEPD1
chr7:36363759-36406782	KIAA0895
chr7:36363759-36406842	KIAA0895
chr7:36363759-36406850	KIAA0895
chr7:36363759-36406878	KIAA0895
chr7:36363759-36429734	KIAA0895
chr7:36429412-36493401	ANLN
chr7:36552549-36764154	AOAH
chr7:36892511-37024717	ELMO1
chr7:36892511-37025871	ELMO1
chr7:36892511-37488555	ELMO1
chr7:37037401-37053235	ELMO1-AS1
chr7:37723378-37783423	GPR141
chr7:37888199-37940002	NME8
chr7:37945535-37956525	SFRP4
chr7:37960163-37991542	EPDR1
chr7:38217808-38270272	STARD3NL
chr7:38299244-38313248	TARP
chr7:38381178-38418238	TRG-AS1
chr7:38423297-38671167	AMPH
chr7:38763543-38948800	VPS41
chr7:39019495-39053167	POU6F2-AS2
chr7:39605975-39651688	YAE1D1
chr7:39989959-40136733	CDK13
chr7:41004277-41019537	LINC01450
chr7:41141202-41173099	LINC01449
chr7:41724712-41742706	INHBA
chr7:41733514-41818976	INHBA-AS1
chr7:41733546-41752792	INHBA-AS1
chr7:42000548-42276618	GLI3
chr7:42701326-42746046	LINC01448
chr7:42956462-42971805	PSMA2
chr7:43152198-43602938	HECW1
chr7:43157495-43202786	HECW1-IT1
chr7:43548327-43562141	LUARIS
chr7:43622692-43666978	STK17A
chr7:43648055-43769140	COA1
chr7:43670751-43769140	COA1
chr7:43678846-43769140	COA1
chr7:43686071-43769140	COA1
chr7:43798272-43846941	BLVRA
chr7:43906157-43946231	URGCP-MRPS24
chr7:43915493-43946668	URGCP
chr7:43915493-43966010	URGCP
chr7:43966035-43995735	UBE2D4
chr7:43980494-44058793	POLR2J4
chr7:44040489-44049723	SPDYE1
chr7:44068486-44080222	RASA4CP
chr7:44084239-44101315	DBNL
chr7:44084239-44101316	DBNL
chr7:44111661-44122139	POLM
chr7:44143960-44154164	AEBP1
chr7:44154279-44163107	POLD2
chr7:44154279-44163169	POLD2
chr7:44183870-44198887	GCK
chr7:44183870-44229022	GCK
chr7:44240578-44253893	YKT6
chr7:44256749-44365230	CAMK2B
chr7:44421965-44530385	NUDCD3
chr7:44552135-44580914	NPC1L1
chr7:44605016-44614137	DDX56
chr7:44646121-44716195	OGDH
chr7:44646121-44748669	OGDH
chr7:44788165-44809479	ZMIZ2
chr7:44788530-44809479	ZMIZ2
chr7:44795787-44809479	ZMIZ2
chr7:44866488-44887725	H2AFV
chr7:44873213-44887725	H2AFV
chr7:44915892-44924984	PURB
chr7:45002260-45018704	MYO1G
chr7:45039345-45116069	CCM2
chr7:45039787-45116069	CCM2
chr7:45067233-45116069	CCM2
chr7:45139699-45151346	TBRG4
chr7:45197367-45223850	RAMP3
chr7:45613739-45704271	ADCY1
chr7:45614125-45762714	ADCY1
chr7:45763386-45808617	SEPT7P2
chr7:45951844-45960871	IGFBP3
chr7:46727477-46736720	LOC730338
chr7:47314752-47621742	TNS3
chr7:47814250-47988088	PKD1L1
chr7:47834889-47859444	C7orf69
chr7:48002885-48019222	HUS1
chr7:48026746-48068716	SUN3
chr7:48075108-48100894	C7orf57
chr7:48128200-48148330	UPP1
chr7:48128737-48148330	UPP1
chr7:48128809-48148330	UPP1
chr7:48128851-48148330	UPP1
chr7:49813257-49956346	VWC2
chr7:49814929-49961546	VWC2
chr7:49977024-50132860	ZPBP
chr7:50135682-50198852	C7orf72
chr7:50505018-50518104	FIGNL1
chr7:50526134-50628768	DDC
chr7:50526134-50633154	DDC
chr7:50599457-50611161	DDC-AS1
chr7:50657760-50772998	GRB10
chr7:50657760-50861159	GRB10
chr7:51083909-51384558	COBL
chr7:51132096-51384558	COBL
chr7:51138526-51384558	COBL
chr7:53723202-53879624	LINC01446
chr7:54398390-54417538	LINC01445
chr7:54610018-54620224	VSTM2A
chr7:54610018-54638773	VSTM2A
chr7:54613857-54638773	VSTM2A
chr7:54624663-54639419	VSTM2A-OT1
chr7:54827006-54872656	LOC100996654
chr7:55086714-55270769	EGFR
chr7:55086714-55275773	EGFR
chr7:55086725-55224644	EGFR
chr7:55086725-55236328	EGFR
chr7:55086725-55238738	EGFR
chr7:55177510-55275773	EGFR
chr7:55247443-55256642	EGFR-AS1
chr7:55306129-55323328	ELDR
chr7:55433141-55501435	LANCL2
chr7:55538301-55594573	VOPP1
chr7:55538301-55605387	VOPP1
chr7:55538301-55605409	VOPP1
chr7:55538301-55606360	VOPP1
chr7:55538301-55639561	VOPP1
chr7:55538301-55639855	VOPP1
chr7:55538301-55640213	VOPP1
chr7:55861237-55930482	SEPT14
chr7:55954970-56009918	ZNF713
chr7:56032270-56067875	NIPSNAP2
chr7:56078744-56119268	PSPH
chr7:56119378-56131682	CCT6A
chr7:56131917-56148365	SUMF2
chr7:56147976-56160689	PHKG1
chr7:56491397-56516068	LOC650226
chr7:57187326-57207571	ZNF479
chr7:57233377-57247863	GUSBP10
chr7:57509883-57533265	ZNF716
chr7:62751670-62764434	ZNF733P
chr7:63505821-63538927	ZNF727
chr7:63667581-63680668	ZNF735
chr7:63688852-63727309	ZNF679
chr7:63774251-63797740	ZNF736
chr7:63774251-63817012	ZNF736
chr7:63980255-64023505	ZNF680
chr7:63985034-64023505	ZNF680
chr7:64035073-64078967	LOC100128885
chr7:64126461-64148208	ZNF107
chr7:64126461-64171960	ZNF107
chr7:64254766-64294059	ZNF138
chr7:64254766-64314178	ZNF138
chr7:64363620-64391955	ZNF273
chr7:64434830-64451414	ZNF117
chr7:64434830-64467124	ERV3-1-ZNF117
chr7:64450733-64467124	ERV3-1
chr7:64498732-64535091	CCT6P3
chr7:64838712-64866048	ZNF92
chr7:65112767-65183667	INTS4P2
chr7:65179586-65215911	LOC441242
chr7:65216092-65228662	CCT6P1
chr7:65338086-65424550	VKORC1L1
chr7:65425672-65447301	GUSB
chr7:65425673-65447301	GUSB
chr7:65540776-65558329	ASL
chr7:65540834-65558329	ASL
chr7:65579805-65619553	CRCP
chr7:65670259-65825438	TPST1
chr7:65841031-65865395	LINC00174
chr7:65995292-66057394	GS1-124K5.11
chr7:66018455-66057394	GS1-124K5.11
chr7:66093868-66108216	KCTD7
chr7:66119506-66134589	LOC100996437
chr7:66147078-66276448	RABGEF1
chr7:66205643-66276448	RABGEF1
chr7:66274980-66309813	GTF2IRD1P1
chr7:66312437-66349260	GTF2IP23
chr7:66386203-66423538	TMEM248
chr7:66461792-66704501	TYW1
chr7:66461792-66704507	TYW1
chr7:66741118-66767429	PMS2P4
chr7:66752527-66767429	PMS2P4
chr7:66757423-66767429	PMS2P4
chr7:66767625-66786513	STAG3L4
chr7:67485240-67497677	LOC102723427
chr7:70597523-71178586	WBSCR17
chr7:71244476-71802208	CALN1
chr7:71244476-71877360	CALN1
chr7:72039492-72298813	TYW1B
chr7:72349906-72421979	POM121
chr7:72361166-72418843	POM121
chr7:72476603-72486904	PMS2P7
chr7:72476619-72520245	PMS2P5
chr7:72476644-72491707	PMS2P2
chr7:72490260-72500309	SPDYE8P
chr7:72518872-72569537	SPDYE10P
chr7:72569012-72621336	GTF2IP4
chr7:72569017-72621336	GTF2IP1
chr7:72634674-72649979	NCF1B
chr7:72726532-72742085	TRIM50
chr7:72742155-72772646	FKBP6
chr7:72742235-72772646	FKBP6
chr7:72854728-72936615	BAZ1B
chr7:72950683-72971602	BCL7B
chr7:72950683-72972065	BCL7B
chr7:72983277-72993013	TBL2
chr7:73007524-73038870	MLXIPL
chr7:73007524-73038873	MLXIPL
chr7:73097898-73112551	BUD23
chr7:73113535-73134017	STX1A
chr7:73442119-73484236	ELN
chr7:73498107-73536855	LIMK1
chr7:73507486-73536855	LIMK1
chr7:73588706-73611429	EIF4H
chr7:73624087-73644164	LAT2
chr7:73645832-73668788	RFC2
chr7:73703805-73820273	CLIP2
chr7:73868120-74016920	GTF2IRD1
chr7:74071991-74131386	GTF2I
chr7:74071991-74175022	GTF2I
chr7:74103271-74143256	LOC101926943
chr7:74188309-74203720	NCF1
chr7:74210483-74267872	GTF2IRD2
chr7:74247756-74267872	GTF2IRD2
chr7:74306887-74322330	PMS2P5
chr7:74306887-74336166	PMS2P5
chr7:74441224-74489717	RCC1L
chr7:74456270-74489717	RCC1L
chr7:74508347-74565623	GTF2IRD2
chr7:74508347-74565623	GTF2IRD2
chr7:74572384-74587802	NCF1C
chr7:74601104-74653459	GTF2IP4
chr7:74652934-74703750	SPDYE10P
chr7:74800772-74867509	CASTOR2
chr7:74867123-74918014	SPDYE10P
chr7:74936533-74946587	SPDYE8P
chr7:74964560-74974606	SPDYE8P
chr7:74977964-74988292	PMS2P7
chr7:75024903-75034896	TRIM73
chr7:75046060-75115565	POM121C
chr7:75122947-75133628	SPDYE5
chr7:75137069-75157453	PMS2P3
chr7:75508310-75518244	RHBDD2
chr7:75544420-75616173	POR
chr7:75625655-75659842	STYXL1
chr7:75625655-75677321	STYXL1
chr7:75677337-75696827	MDH2
chr7:75721381-75738080	GTF2IP7
chr7:75831211-75916609	SRRM3
chr7:75956108-75988342	YWHAG
chr7:76018646-76039012	SSC4D
chr7:76026841-76071388	ZP3
chr7:76054272-76071388	ZP3
chr7:76090972-76135312	DTX2
chr7:76109827-76135312	DTX2
chr7:76139740-76157199	UPK3B
chr7:76178658-76257299	LOC100133091
chr7:76239303-76256620	POMZP3
chr7:76668797-76682355	PMS2P9
chr7:76710972-76751606	FAM185BP
chr7:76751934-76924521	CCDC146
chr7:76940068-77045717	GSAP
chr7:77044515-77054760	LOC101927243
chr7:77166773-77269388	PTPN12
chr7:77167352-77269388	PTPN12
chr7:77286977-77325582	APTR
chr7:77313168-77326662	APTR
chr7:77428109-77553500	PHTF2
chr7:77428109-77586821	PHTF2
chr7:77469447-77553500	PHTF2
chr7:77976559-77988770	RPL13AP17
chr7:79082273-79100524	MAGI2-AS3
chr7:79083276-79096783	MAGI2-AS3
chr7:79083276-79100524	MAGI2-AS3
chr7:79764140-79848725	GNAI1
chr7:79765071-79848725	GNAI1
chr7:80087951-80141325	GNAT3
chr7:80231504-80303734	CD36
chr7:80231523-80303734	CD36
chr7:80267832-80303734	CD36
chr7:80267832-80308593	CD36
chr7:80275408-80303734	CD36
chr7:80275645-80303734	CD36
chr7:80275762-80303734	CD36
chr7:80275969-80303734	CD36
chr7:80371854-80548667	SEMA3C
chr7:81145063-81191135	LOC105369146
chr7:81205702-81255532	LOC100128317
chr7:81205702-81320722	LOC100128317
chr7:81328324-81399514	HGF
chr7:81372007-81399514	HGF
chr7:81380216-81399514	HGF
chr7:81575760-82073122	CACNA2D1
chr7:81638493-81659271	LOC101927356
chr7:81679652-82073122	CACNA2D1
chr7:82383321-82792197	PCLO
chr7:82993222-83278479	SEMA3E
chr7:83587659-83824217	SEMA3A
chr7:84161792-84204159	LOC101927378
chr7:84161792-84213634	LOC101927378
chr7:84624872-84751247	SEMA3D
chr7:85050438-85118654	LINC00972
chr7:86273230-86494192	GRM3
chr7:86506222-86669550	KIAA1324L
chr7:86506223-86595291	KIAA1324L
chr7:86506223-86689014	KIAA1324L
chr7:86781677-86825648	DMTF1
chr7:86781870-86825648	DMTF1
chr7:86825478-86849314	TMEM243
chr7:86825478-86849668	TMEM243
chr7:86825478-86849903	TMEM243
chr7:86954664-86974808	TP53TG1
chr7:86974951-86989425	CROT
chr7:86974951-87029112	CROT
chr7:87031361-87105019	ABCB4
chr7:87133179-87342639	ABCB1
chr7:87257729-87461613	RUNDC3B
chr7:87463814-87505692	SLC25A40
chr7:87505544-87538856	DBF4
chr7:87563458-87811428	ADAM22
chr7:87834432-87849399	SRI
chr7:87834432-87856308	SRI
chr7:87837518-87849399	SRI
chr7:87837518-87856308	SRI
chr7:87905744-87936228	STEAP4
chr7:88388682-88966371	ZNF804B
chr7:89511667-89840949	STEAP2-AS1
chr7:89783689-89794141	STEAP1
chr7:89841000-89866992	STEAP2
chr7:89841174-89866992	STEAP2
chr7:89843134-89866992	STEAP2
chr7:89874488-89940377	CFAP69
chr7:89964537-89973408	LOC101927446
chr7:89975979-90020769	GTPBP10
chr7:90032648-90045268	CLDN12
chr7:90338712-90839905	CDK14
chr7:91570189-91739987	AKAP9
chr7:91741463-91763840	CYP51A1
chr7:91741463-91764059	CYP51A1
chr7:91774198-91794590	LRRD1
chr7:91828283-91875414	KRIT1
chr7:91875548-92030698	ANKIB1
chr7:92041864-92066628	TMBIM7P
chr7:92076762-92089381	GATAD1
chr7:92116337-92157845	PEX1
chr7:92158087-92169795	RBM48
chr7:92190072-92219384	FAM133B
chr7:92190072-92219708	FAM133B
chr7:92190368-92219696	FAM133DP
chr7:92234235-92463231	CDK6
chr7:92234235-92465941	CDK6
chr7:92465797-92546501	LOC101927497
chr7:92728826-92747336	SAMD9
chr7:92759367-92777712	SAMD9L
chr7:92817852-92848908	HEPACAM2
chr7:92817852-92855837	HEPACAM2
chr7:92817852-92861511	HEPACAM2
chr7:92861653-92905737	VPS50
chr7:92861653-92990435	VPS50
chr7:93053799-93189122	CALCR
chr7:93053799-93204042	CALCR
chr7:93592082-93633694	BET1
chr7:93622554-93633694	BET1
chr7:94139170-94186328	CASD1
chr7:94214536-94285521	SGCE
chr7:94285637-94299006	PEG10
chr7:94536949-94925727	PPP1R9A
chr7:94539210-94925727	PPP1R9A
chr7:94927669-94953884	PON1
chr7:94989184-95025687	PON3
chr7:95034174-95064384	PON2
chr7:95115213-95158113	ASB4
chr7:95115213-95169543	ASB4
chr7:95212809-95225925	PDK4
chr7:95401818-95739634	DYNC1I1
chr7:95749532-95951459	SLC25A13
chr7:96110938-96132835	SEM1
chr7:96110938-96339072	SEM1
chr7:96110938-96339087	SEM1
chr7:96250969-96293650	SEM1
chr7:96318079-96339203	SEM1
chr7:96597827-96643377	DLX6-AS1
chr7:96745905-96811075	SDHAF3
chr7:97481429-97501477	ASNS
chr7:97481429-97501854	ASNS
chr7:97736197-97838944	LMTK2
chr7:97844755-97881563	TECPR1
chr7:97910979-97920839	BRI3
chr7:97910979-97922275	BRI3
chr7:98246597-98259181	NPTX2
chr7:98444111-98467673	TMEM130
chr7:98610788-98634102	LOC101927550
chr7:98625058-98741743	SMURF1
chr7:98771197-98805112	KPNA7
chr7:98972298-98992404	ARPC1B
chr7:98992298-99006305	PDAP1
chr7:99006601-99017239	BUD31
chr7:99014362-99036462	PTCD1
chr7:99014362-99063824	ATP5J2-PTCD1
chr7:99036563-99055000	CPSF4
chr7:99036999-99055000	CPSF4
chr7:99070515-99079948	ZNF789
chr7:99070515-99085217	ZNF789
chr7:99084142-99097931	ZNF394
chr7:99102267-99131445	ZKSCAN5
chr7:99102573-99131445	ZKSCAN5
chr7:99103628-99131445	ZKSCAN5
chr7:99156045-99174076	ZNF655
chr7:99214571-99230030	ZSCAN25
chr7:99245812-99277649	CYP3A5
chr7:99268845-99277649	CYP3A5
chr7:99282302-99332823	CYP3A7-CYP3A51P
chr7:99302660-99332823	CYP3A7
chr7:99354583-99381811	CYP3A4
chr7:99425636-99463727	CYP3A43
chr7:99488030-99517223	TRIM4
chr7:99564350-99573735	AZGP1
chr7:99613175-99639312	ZKSCAN1
chr7:99613175-99642997	ZKSCAN1
chr7:99647417-99662663	ZSCAN21
chr7:99661470-99679387	ZNF3
chr7:99667594-99679387	ZNF3
chr7:99667594-99680171	ZNF3
chr7:99690351-99699563	MCM7
chr7:99704693-99716995	TAF6
chr7:99704693-99717481	TAF6
chr7:99756865-99766373	GAL3ST4
chr7:99775347-99812010	STAG3
chr7:99775366-99812010	STAG3
chr7:99798278-99869855	GATS
chr7:99806559-99869855	GATS
chr7:99905325-99919819	SPDYE3
chr7:99918263-99933930	PMS2P1
chr7:99933688-99965454	STAG3L5P-PVRIG2P-PILRB
chr7:99955626-99965454	PILRB
chr7:99971068-99997722	PILRA
chr7:99998495-100026431	ZCWPW1
chr7:100064142-100076902	TSC22D4
chr7:100081550-100092424	NYAP1
chr7:100136834-100165843	AGFG2
chr7:100171634-100183811	LRCH4
chr7:100183956-100198740	FBXO24
chr7:100187196-100198740	FBXO24
chr7:100218039-100231273	TFR2
chr7:100218039-100239173	TFR2
chr7:100240726-100254084	ACTL6B
chr7:100254184-100264049	LOC105375429
chr7:100277129-100287071	GIGYF1
chr7:100331249-100395419	ZAN
chr7:100400187-100425143	EPHB4
chr7:100450341-100463160	SLC12A9
chr7:100450341-100464634	SLC12A9
chr7:100472701-100486285	SRRT
chr7:100612904-100662230	MUC12
chr7:100663364-100702140	MUC17
chr7:100770370-100782547	SERPINE1
chr7:100813774-100823557	NAT16
chr7:100849258-100861011	PLOD3
chr7:101256605-101272576	MYL10
chr7:101459184-101901513	CUX1
chr7:101459184-101927250	CUX1
chr7:101459288-101927250	CUX1
chr7:101928353-101962178	SH2B2
chr7:101986192-101996889	SPDYE6
chr7:102004266-102021196	LOC100289561
chr7:102036804-102067129	PRKRIP1
chr7:102073977-102097268	ORAI2
chr7:102123586-102158224	RASA4B
chr7:102178366-102213068	POLR2J3
chr7:102191679-102202757	SPDYE2
chr7:102191679-102202757	SPDYE2
chr7:102220093-102257205	RASA4
chr7:102222765-102257203	RASA4B
chr7:102277195-102312176	POLR2J2
chr7:102290772-102301847	SPDYE2
chr7:102290772-102301847	SPDYE2
chr7:102319155-102389141	RASA4DP
chr7:102389399-102449672	FAM185A
chr7:102453308-102715015	FBXL13
chr7:102453308-102715288	FBXL13
chr7:102553344-102585556	LRRC17
chr7:102715328-102740210	ARMC10
chr7:102740023-102789569	NAPEPLD
chr7:102815462-102920759	DPY19L2P2
chr7:102815462-102920913	DPY19L2P2
chr7:102937873-102955133	PMPCB
chr7:102952921-102985320	DNAJC2
chr7:102987971-103002914	PSMC2
chr7:102987971-103009842	PSMC2
chr7:103014655-103083658	SLC26A5
chr7:103014655-103086624	SLC26A5
chr7:103085654-103154454	LOC101927870
chr7:103766788-103848495	ORC5
chr7:103808624-103848495	ORC5
chr7:104535075-104567092	LHFPL3-AS2
chr7:104622194-104631612	LINC01004
chr7:104756821-104909524	SRPK2
chr7:104756821-104939226	SRPK2
chr7:104756821-105029377	SRPK2
chr7:105096948-105148967	PUS7
chr7:105096948-105162705	PUS7
chr7:105172528-105208132	RINT1
chr7:105205580-105221976	EFCAB10
chr7:105245221-105319609	ATXN7L1
chr7:105245221-105517031	ATXN7L1
chr7:105253921-105319648	ATXN7L1
chr7:105400636-105517031	ATXN7L1
chr7:105603657-105676877	CDHR3
chr7:105730814-105752791	SYPL1
chr7:105730814-105753093	SYPL1
chr7:105888732-105925638	NAMPT
chr7:106505723-106549423	PIK3CG
chr7:106505924-106549423	PIK3CG
chr7:106685178-106802256	PRKAR2B
chr7:106842189-107204959	COG5
chr7:106848298-107204959	COG5
