Gene	Gene_Symbol	Predict	Prob_0	Prob_1
chr11:130096574-130184607	ZBTB44	0.0	0.674	0.326
chr11:60861435-60895323	CD5	0.0	0.674	0.326
chr8:86157716-86196302	CA13	0.0	0.674	0.326
chr2:27886338-27917847	SLC4A1AP	0.0	0.674	0.326
chr10:102849078-102890903	TLX1NB	0.0	0.674	0.326
chr16:46830519-46865319	C16orf87	0.0	0.674	0.326
chr16:46830519-46864975	C16orf87	0.0	0.674	0.326
chr16:20462783-20498991	ACSM2A	0.0	0.674	0.326
chr12:48128453-48152889	RAPGEF3	0.0	0.674	0.326
chr12:48128453-48152244	RAPGEF3	0.0	0.674	0.326
chr12:48128453-48152181	RAPGEF3	0.0	0.674	0.326
chr4:95917383-96079601	BMPR1B	0.0	0.674	0.326
chr18:18529703-18691812	ROCK1	0.0	0.674	0.326
chr19:59086766-59095762	CENPBD1P1	0.0	0.674	0.326
chr6_mann_hap4:927718-943106	MOG	0.0	0.674	0.326
chr19:55940105-55954230	SHISA7	0.0	0.674	0.326
chr16:27561468-27791692	KIAA0556	0.0	0.674	0.326
chr4:113066553-113110237	C4orf32	0.0	0.674	0.326
chr1:220267455-220321383	IARS2	0.0	0.674	0.326
chr7:99613175-99642997	ZKSCAN1	0.0	0.674	0.326
chr10:29698463-29711301	SVIL-AS1	0.0	0.674	0.326
chr5:68788590-68853931	OCLN	0.0	0.674	0.326
chr7:100663364-100702140	MUC17	0.0	0.674	0.326
chr4:129190392-129209984	PGRMC2	0.0	0.674	0.326
chr7:74977964-74988292	PMS2P7	0.0	0.674	0.326
chr19:3366565-3469215	NFIC	0.0	0.674	0.326
chr7:102004266-102021196	LOC100289561	0.0	0.674	0.326
chr1:47799469-47844511	CMPK1	0.0	0.674	0.326
chr10:29698463-29776785	SVIL-AS1	0.0	0.674	0.326
chr2:60983365-61029221	PAPOLG	0.0	0.674	0.326
chr5:159614374-159665729	FABP6	0.0	0.674	0.326
chr16:57653605-57698951	ADGRG1	0.0	0.674	0.326
chr10:29698463-29774636	SVIL-AS1	0.0	0.674	0.326
chr12:58118076-58132029	AGAP2	0.0	0.674	0.326
chr10:29698463-29758059	SVIL-AS1	0.0	0.674	0.326
chr2:47387221-47404075	CALM2	0.0	0.674	0.326
chr2:47387221-47403762	CALM2	0.0	0.674	0.326
chr12:58118076-58135944	AGAP2	0.0	0.674	0.326
chr2:47387221-47401346	CALM2	0.0	0.674	0.326
chr17:78388967-78404171	ENDOV	0.0	0.674	0.326
chr20:52224893-52251129	LOC105372672	0.0	0.674	0.326
chr9:135973107-135996637	RALGDS	0.0	0.674	0.326
chr17:46047894-46059152	CDK5RAP3	0.0	0.674	0.326
chr6:99880184-99963252	USP45	0.0	0.674	0.326
chr7:4931876-4998844	MMD2	0.0	0.674	0.326
chrX:153991017-154005964	DKC1	0.0	0.674	0.326
chrX:153639854-153650063	TAZ	0.0	0.674	0.326
chr4:40058524-40159872	N4BP2	0.0	0.674	0.326
chr4:71457975-71473004	AMBN	0.0	0.674	0.326
chr1:15817896-15851285	CASP9	0.0	0.674	0.326
chr4:39184024-39287430	WDR19	0.0	0.674	0.326
chr1:40222854-40254533	BMP8B	0.0	0.674	0.326
chr19:20011722-20046382	ZNF93	0.0	0.674	0.326
chr10:6186841-6277507	PFKFB3	0.0	0.674	0.326
chr17:40932649-40949084	WNK4	0.0	0.674	0.326
chr3:56591184-56655848	CCDC66	0.0	0.674	0.326
chr17:41052814-41066450	G6PC	0.0	0.674	0.326
chr3:53259653-53290130	TKT	0.0	0.674	0.326
chr9:26903448-26947471	PLAA	0.0	0.674	0.326
chr11:72287184-72353504	PDE2A	0.0	0.674	0.326
chr1:1716724-1822556	GNB1	0.0	0.674	0.326
chr11:72287184-72380108	PDE2A	0.0	0.674	0.326
chr11:72287184-72385497	PDE2A	0.0	0.674	0.326
chr8:23154410-23261722	LOXL2	0.0	0.674	0.326
chr15:52839242-52861418	ARPP19	0.0	0.674	0.326
chr9:35161989-35405332	UNC13B	0.0	0.674	0.326
chr17:38219068-38250120	THRA	0.0	0.674	0.326
chr8:22132793-22214379	PIWIL2	0.0	0.674	0.326
chr6:119280994-119399812	FAM184A	0.0	0.674	0.326
chr12:125262174-125348519	SCARB1	0.0	0.674	0.326
chr4:48887397-48908845	OCIAD2	0.0	0.674	0.326
chr11:64126625-64139687	RPS6KA4	0.0	0.674	0.326
chr17:17206680-17250977	NT5M	0.0	0.674	0.326
chr12:76442372-76478813	NAP1L1	0.0	0.674	0.326
chr20:5107407-5178533	CDS2	0.0	0.674	0.326
chr1:15817896-15850940	CASP9	0.0	0.674	0.326
chr5:145135907-145214932	PRELID2	0.0	0.674	0.326
chr17:10616612-10633646	TMEM220	0.0	0.674	0.326
chr6:119280994-119470358	FAM184A	0.0	0.674	0.326
chr17:5404719-5487832	NLRP1	0.0	0.674	0.326
chr8:21912328-21940038	DMTN	0.0	0.674	0.326
chr10:69644939-69678147	SIRT1	0.0	0.674	0.326
chr1:85018804-85040163	CTBS	0.0	0.674	0.326
chr20:3189514-3204516	ITPA	0.0	0.674	0.326
chr5:131013290-131132756	FNIP1	0.0	0.674	0.326
chr12:123319262-123342447	HIP1R	0.0	0.674	0.326
chr17:7494548-7518215	FXR2	0.0	0.674	0.326
chr9:102668915-102736818	STX17	0.0	0.674	0.326
chr17:38219068-38246290	THRA	0.0	0.674	0.326
chr17:41561285-41601686	DHX8	0.0	0.674	0.326
chr19:54681992-54693733	MBOAT7	0.0	0.674	0.326
chr12:113633246-113658899	IQCD	0.0	0.674	0.326
chr2:171785036-171823643	GORASP2	0.0	0.674	0.326
chr17:41952727-41978001	MPP2	0.0	0.674	0.326
chr3:50367217-50378367	RASSF1	0.0	0.674	0.326
chr17:41952727-41985310	MPP2	0.0	0.674	0.326
chr17:41952727-41987079	MPP2	0.0	0.674	0.326
chr16:89284111-89295965	ZNF778	0.0	0.674	0.326
chr17:42325758-42345502	SLC4A1	0.0	0.674	0.326
chr11:73386683-73472201	RAB6A	0.0	0.674	0.326
chr6_qbl_hap6:4591540-4609904	KIFC1	0.0	0.674	0.326
chr17:42733762-42753165	MEIOC	0.0	0.674	0.326
chr9:132388432-132398410	NTMT1	0.0	0.674	0.326
chr15:45653322-45670980	GATM	0.0	0.674	0.326
chr9:131843383-131852717	DOLPP1	0.0	0.674	0.326
chr12:52306113-52317145	ACVRL1	0.0	0.674	0.326
chr10:71962586-71993190	PPA1	0.0	0.674	0.326
chr15:41136643-41149853	SPINT1	0.0	0.674	0.326
chr17:45527593-45569986	MRPL45P2	0.0	0.674	0.326
chr22:18900287-18924066	PRODH	0.0	0.674	0.326
chr5:68666862-68710628	RAD17	0.0	0.674	0.326
chr8:145703734-145727504	PPP1R16A	0.0	0.674	0.326
chr3:51741049-51752625	GRM2	0.0	0.674	0.326
chr2:201838441-201936394	FAM126B	0.0	0.674	0.326
chr7:73097898-73112551	BUD23	0.0	0.674	0.326
chr6:49398073-49431041	MUT	0.0	0.674	0.326
chr2:203777458-203848713	CARF	0.0	0.674	0.326
chr15:52839242-52861329	ARPP19	0.0	0.674	0.326
chr15:45653322-45694515	GATM	0.0	0.674	0.326
chr3:48725436-48754711	IP6K2	0.0	0.674	0.326
chr17:41561285-41604164	DHX8	0.0	0.674	0.326
chr2:201838441-201936351	FAM126B	0.0	0.674	0.326
chr17:41717758-41738931	MEOX1	0.0	0.674	0.326
chr17:41717758-41739262	MEOX1	0.0	0.674	0.326
chr15:52839242-52861029	ARPP19	0.0	0.674	0.326
chr11:58912252-58922511	FAM111A	0.0	0.674	0.326
chr16:22308696-22346424	POLR3E	0.0	0.676	0.324
chr19:35820069-35838260	CD22	0.0	0.676	0.324
chr12:31812609-31822016	ETFBKMT	0.0	0.676	0.324
chr4:1894509-1983934	NSD2	0.0	0.676	0.324
chr4:1894509-1983930	NSD2	0.0	0.676	0.324
chr16:21695750-21772050	OTOA	0.0	0.676	0.324
chr8:67542488-67579452	VCPIP1	0.0	0.676	0.324
chr22:18216906-18257431	BID	0.0	0.676	0.324
chr16:18451962-18495782	PKD1P5-LOC105376752	0.0	0.676	0.324
chr4:17802278-17812381	DCAF16	0.0	0.676	0.324
chr19:12636184-12662356	ZNF564	0.0	0.676	0.324
chr22:18216906-18256808	BID	0.0	0.676	0.324
chr1:67873493-67896123	SERBP1	0.0	0.676	0.324
chr16:1756184-1820318	MAPK8IP3	0.0	0.676	0.324
chr22:29601901-29655586	EMID1	0.0	0.676	0.324
chr8:54879114-54935016	TCEA1	0.0	0.676	0.324
chr8:63972048-63998612	TTPA	0.0	0.676	0.324
chr4:4237269-4249969	TMEM128	0.0	0.676	0.324
chr4:1894509-1944302	NSD2	0.0	0.676	0.324
chr19:18747775-18778434	KLHL26	0.0	0.676	0.324
chr8:67976603-68108849	CSPP1	0.0	0.676	0.324
chr19:18747775-18781309	KLHL26	0.0	0.676	0.324
chr8:120743014-120845074	TAF2	0.0	0.676	0.324
chr18:29672569-29711524	RNF138	0.0	0.676	0.324
chr1:201252580-201302121	PKP1	0.0	0.676	0.324
chr10:121485559-121551720	INPP5F	0.0	0.676	0.324
chr10:121485559-121588662	INPP5F	0.0	0.676	0.324
chr9:125680308-125693830	ZBTB26	0.0	0.676	0.324
chr9:125680308-125693792	ZBTB26	0.0	0.676	0.324
chr9:125680308-125693544	ZBTB26	0.0	0.676	0.324
chr6:99880182-99963252	USP45	0.0	0.676	0.324
chr6:99880182-99963365	USP45	0.0	0.676	0.324
chr12:56596288-56615753	RNF41	0.0	0.676	0.324
chr12:56596288-56615715	RNF41	0.0	0.676	0.324
chr9:19230488-19374266	DENND4C	0.0	0.676	0.324
chr12:56596288-56615485	RNF41	0.0	0.676	0.324
chr17:41561233-41604189	DHX8	0.0	0.676	0.324
chr9:117164360-117267736	WHRN	0.0	0.676	0.324
chr17:40465343-40540513	STAT3	0.0	0.676	0.324
chr17:40465343-40540405	STAT3	0.0	0.676	0.324
chrX:24001833-24045303	KLHL15	0.0	0.676	0.324
chr3:133319449-133380737	TOPBP1	0.0	0.676	0.324
chr17:38599676-38613982	IGFBP4	0.0	0.676	0.324
chr5:151122383-151138210	ATOX1	0.0	0.676	0.324
chr17:38218446-38250120	THRA	0.0	0.676	0.324
chr11:2920951-2946476	SLC22A18	0.0	0.676	0.324
chr9:42844370-42859085	LOC286297	0.0	0.676	0.324
chr9:43089972-43133510	ANKRD20A3	0.0	0.676	0.324
chr17:34083268-34122711	MMP28	0.0	0.676	0.324
chr5:68530622-68573257	CDK7	0.0	0.676	0.324
chr9:95947212-96082854	WNK2	0.0	0.676	0.324
chr9:95947212-96081655	WNK2	0.0	0.676	0.324
chr17:31086830-31204191	MYO1D	0.0	0.676	0.324
chr9:77567881-77612296	C9orf41-AS1	0.0	0.676	0.324
chr17:30771481-30810337	PSMD11	0.0	0.676	0.324
chr1:179809102-179846941	TOR1AIP2	0.0	0.676	0.324
chr17:45810610-45823485	TBX21	0.0	0.676	0.324
chr8:146052903-146072893	ZNF7	0.0	0.676	0.324
chr8:146052903-146068607	ZNF7	0.0	0.676	0.324
chr16:27471934-27561251	GTF3C1	0.0	0.676	0.324
chr16:28962318-28977767	NFATC2IP	0.0	0.676	0.324
chr8:95892453-95907482	CCNE2	0.0	0.676	0.324
chr12:49046995-49076035	KANSL2	0.0	0.676	0.324
chr5:170846667-170884630	FGF18	0.0	0.676	0.324
chr6:26839266-26924333	GUSBP2	0.0	0.676	0.324
chr3:10068071-10141344	FANCD2	0.0	0.676	0.324
chr3:10068071-10143621	FANCD2	0.0	0.676	0.324
chr3:15455178-15469054	METTL6	0.0	0.676	0.324
chr6:151646666-151679694	AKAP12	0.0	0.676	0.324
chr16:66600294-66613038	CMTM1	0.0	0.676	0.324
chr12:49208215-49222726	CACNB3	0.0	0.676	0.324
chr17:73314157-73401790	GRB2	0.0	0.676	0.324
chr1:46805849-46830824	NSUN4	0.0	0.676	0.324
chr16:68298419-68335726	SLC7A6	0.0	0.676	0.324
chr5:173320054-173387994	CPEB4	0.0	0.676	0.324
chr17:72244505-72258157	TTYH2	0.0	0.676	0.324
chr6:80624529-80657315	ELOVL4	0.0	0.676	0.324
chr17:58677544-58743640	PPM1D	0.0	0.676	0.324
chr1:45205490-45233438	KIF2C	0.0	0.676	0.324
chr5:138702885-138719039	SLC23A1	0.0	0.676	0.324
chr9:136895446-136933141	BRD3	0.0	0.676	0.324
chr3:183547173-183602696	PARL	0.0	0.676	0.324
chr6:86317502-86351169	SYNCRIP	0.0	0.676	0.324
chr6:86317502-86352608	SYNCRIP	0.0	0.676	0.324
chr6:86317502-86352640	SYNCRIP	0.0	0.676	0.324
chr6:86317502-86353043	SYNCRIP	0.0	0.676	0.324
chr16:75182949-75206132	ZFP1	0.0	0.676	0.324
chr17:47583019-47651426	LOC100288866	0.0	0.676	0.324
chr15:80253232-80263643	BCL2A1	0.0	0.676	0.324
chr15:90773477-90808991	CIB1	0.0	0.676	0.324
chr1:231664399-231702269	TSNAX	0.0	0.676	0.324
chr20:31097762-31108088	LOC101929698	0.0	0.676	0.324
chr6:42531760-42588089	UBR2	0.0	0.676	0.324
chr5:179247842-179265077	SQSTM1	0.0	0.676	0.324
chr13:21140955-21265576	IFT88	0.0	0.676	0.324
chr14:24439083-24475617	DHRS4L2	0.0	0.676	0.324
chr2:131862420-131907425	PLEKHB2	0.0	0.676	0.324
chr19:51848409-51869672	ETFB	0.0	0.676	0.324
chr20:30028322-30038060	DEFB123	0.0	0.676	0.324
chr7:75544420-75616173	POR	0.0	0.676	0.324
chr7:148844560-148880118	ZNF398	0.0	0.676	0.324
chr2:166813928-166892910	LOC102724058	0.0	0.676	0.324
chr19:49891475-49921256	CCDC155	0.0	0.676	0.324
chr20:35504524-35522634	TLDC2	0.0	0.676	0.324
chr19:49871962-49891338	LOC101928295	0.0	0.676	0.324
chr6:43139033-43149244	SRF	0.0	0.676	0.324
chr20:35380194-35402230	DSN1	0.0	0.676	0.324
chr20:35380194-35402154	DSN1	0.0	0.676	0.324
chr19:53030962-53059303	ZNF808	0.0	0.676	0.324
chr1:231664399-231954990	TSNAX-DISC1	0.0	0.676	0.324
chr19:54057867-54083523	ZNF331	0.0	0.676	0.324
chr12:123942651-123956909	SNRNP35	0.0	0.676	0.324
chr2:242127924-242164791	ANO7	0.0	0.676	0.324
chr5:76114802-76131140	F2RL1	0.0	0.676	0.324
chr20:56884771-56942563	RAB22A	0.0	0.676	0.324
chr6:19068774-19180711	LOC101928519	0.0	0.676	0.324
chr4:139936913-139967093	NOCT	0.0	0.676	0.324
chr14:61176256-61190852	SIX4	0.0	0.676	0.324
chr5:1877541-1887293	IRX4	0.0	0.676	0.324
chr2:25609256-25896516	DTNB	0.0	0.676	0.324
chr20:60813541-60871269	OSBPL2	0.0	0.676	0.324
chr10:75757872-75879914	VCL	0.0	0.676	0.324
chr6_qbl_hap6:1494731-1586805	HCG17	0.0	0.676	0.324
chr1:231664399-232177019	TSNAX-DISC1	0.0	0.676	0.324
chr14:34902144-34931468	SPTSSA	0.0	0.676	0.324
chr11:62676151-62689012	CHRM1	0.0	0.676	0.324
chrX:100354798-100418662	CENPI	0.0	0.676	0.324
chr1:231664399-231886365	TSNAX-DISC1	0.0	0.676	0.324
chr19:51848409-51858096	ETFB	0.0	0.676	0.324
chr5:1877541-1887098	IRX4	0.0	0.676	0.324
chr2:183789579-183903586	NCKAP1	0.0	0.676	0.324
chr1:97188194-97280605	PTBP2	0.0	0.676	0.324
chr11:65819816-65836382	SF3B2	0.0	0.676	0.324
chr5:78669647-78809659	HOMER1	0.0	0.676	0.324
chr20:33590207-33680618	TRPC4AP	0.0	0.676	0.324
chr19:46213887-46236429	FBXO46	0.0	0.676	0.324
chr4:71521258-71532348	JCHAIN	0.0	0.676	0.324
chr7:45039787-45116069	CCM2	0.0	0.676	0.324
chr19:46213887-46226754	FBXO46	0.0	0.676	0.324
chr1:154991003-155006257	DCST2	0.0	0.676	0.324
chr12:133264192-133281577	PXMP2	0.0	0.676	0.324
chr1:231664399-231838307	TSNAX-DISC1	0.0	0.676	0.324
chr19:45116940-45140081	IGSF23	0.0	0.676	0.324
chr12:10365489-10375724	GABARAPL1	0.0	0.676	0.324
chr7:55954970-56009918	ZNF713	0.0	0.676	0.324
chr6:31895254-31913451	C2	0.0	0.678	0.322
chr3:44790236-44803173	KIAA1143	0.0	0.678	0.322
chr11:75897370-75917574	WNT11	0.0	0.678	0.322
chr11:118478306-118528748	PHLDB1	0.0	0.678	0.322
chr12:113736571-113772973	SLC8B1	0.0	0.678	0.322
chr17:40439885-40463960	STAT5A	0.0	0.678	0.322
chr6_cox_hap2:3405010-3423207	C2	0.0	0.678	0.322
chr3:186263856-186285143	TBCCD1	0.0	0.678	0.322
chr20:30639991-30689657	HCK	0.0	0.678	0.322
chr3:186263856-186288332	TBCCD1	0.0	0.678	0.322
chr11:117015000-117048889	PAFAH1B2	0.0	0.678	0.322
chr3:133148128-133174620	BFSP2-AS1	0.0	0.678	0.322
chr7:32956427-32982782	RP9P	0.0	0.678	0.322
chr12:117645947-117747215	NOS1	0.0	0.678	0.322
chr17:2319348-2415200	METTL16	0.0	0.678	0.322
chr10:127490626-127511837	UROS	0.0	0.678	0.322
chr2:65313988-65357435	RAB1A	0.0	0.678	0.322
chr2:197565359-197577736	LOC100130452	0.0	0.678	0.322
chr17:38444146-38459413	CDC6	0.0	0.678	0.322
chr5:74062816-74072737	NSA2	0.0	0.678	0.322
chr20:49202645-49308067	RIPOR3	0.0	0.678	0.322
chr4:140187317-140201492	MGARP	0.0	0.678	0.322
chr20:49202645-49253455	RIPOR3	0.0	0.678	0.322
chr7:32997016-33046543	FKBP9	0.0	0.678	0.322
chr10:70587294-70655209	STOX1	0.0	0.678	0.322
chr12:117645947-117799607	NOS1	0.0	0.678	0.322
chr14:58894103-59015549	KIAA0586	0.0	0.678	0.322
chr12:122956146-122985620	ZCCHC8	0.0	0.678	0.322
chr16:89787393-89806312	ZNF276	0.0	0.678	0.322
chr9:117349994-117361152	ATP6V1G1	0.0	0.678	0.322
chr6_qbl_hap6:928077-943469	MOG	0.0	0.678	0.322
chr12:110929328-110939945	VPS29	0.0	0.678	0.322
chr20:34213953-34252878	CPNE1	0.0	0.678	0.322
chr11:117015000-117047592	PAFAH1B2	0.0	0.678	0.322
chr2:159825146-159948316	TANC1	0.0	0.678	0.322
chr20:39969493-39989225	LPIN3	0.0	0.678	0.322
chr14:21927179-21944832	RAB2B	0.0	0.678	0.322
chr8:142138720-142205900	DENND3	0.0	0.678	0.322
chr17:47287589-47300587	ABI3	0.0	0.678	0.322
chr2:218843430-218857338	LOC105373878	0.0	0.678	0.322
chr2:170668267-170681441	METTL5	0.0	0.678	0.322
chr20:34213953-34241831	CPNE1	0.0	0.678	0.322
chr3:138215766-138313225	CEP70	0.0	0.678	0.322
chr17:43340486-43394430	MAP3K14	0.0	0.678	0.322
chr3:48956253-48966107	ARIH2	0.0	0.678	0.322
chr3:48956253-49022971	ARIH2	0.0	0.678	0.322
chr13:113951469-113977741	LAMP1	0.0	0.678	0.322
chr20:34213953-34252859	CPNE1	0.0	0.678	0.322
chr17:45772630-45789429	TBKBP1	0.0	0.678	0.322
chr17:43697981-43715329	LINC02210	0.0	0.678	0.322
chr2:159825146-160089170	TANC1	0.0	0.678	0.322
chr2:219891270-219906273	CFAP65	0.0	0.678	0.322
chr11:117015000-117047131	PAFAH1B2	0.0	0.678	0.322
chr1:223967595-224033674	TP53BP2	0.0	0.678	0.322
chr11:117015000-117041761	PAFAH1B2	0.0	0.678	0.322
chr13:52986737-53024813	VPS36	0.0	0.678	0.322
chr11:72525451-72540680	ATG16L2	0.0	0.678	0.322
chr1:224544513-224564586	CNIH4	0.0	0.678	0.322
chr1:43996531-44089343	PTPRF	0.0	0.678	0.322
chr2:231921578-232037540	PSMD1	0.0	0.678	0.322
chr9:137004914-137025094	WDR5	0.0	0.678	0.322
chr1:40506523-40538321	CAP1	0.0	0.678	0.322
chr5:87484133-87564696	TMEM161B	0.0	0.678	0.322
chr3:57611181-57678816	DENND6A	0.0	0.678	0.322
chr11:73087405-73108519	RELT	0.0	0.678	0.322
chr11:107992258-108018891	ACAT1	0.0	0.678	0.322
chr9:26993135-27005691	LRRC19	0.0	0.678	0.322
chr2:131220389-131266808	POTEI	0.0	0.678	0.322
chr2:132250386-132279149	LOC150776	0.0	0.678	0.322
chr2:204103164-204170563	CYP20A1	0.0	0.678	0.322
chr1:33402047-33430414	RNF19B	0.0	0.678	0.322
chr20:55966454-55984386	RBM38	0.0	0.678	0.322
chr3:127799800-127842671	RUVBL1	0.0	0.678	0.322
chr17:34746119-34808060	TBC1D3F	0.0	0.678	0.322
chr8:42911442-42940932	FNTA	0.0	0.678	0.322
chr17:34797172-34808092	TBC1D3B	0.0	0.678	0.322
chr1:104292463-104301310	AMY1B	0.0	0.678	0.322
chr12:95910336-95942048	USP44	0.0	0.678	0.322
chr12:95910336-95942620	USP44	0.0	0.678	0.322
chr17:10616639-10633646	TMEM220	0.0	0.678	0.322
chr19:50970042-50980003	FAM71E1	0.0	0.678	0.322
chr12:70172732-70216984	RAB3IP	0.0	0.678	0.322
chr5:44744430-44808895	BRCAT54	0.0	0.678	0.322
chr1:104198272-104207176	AMY1C	0.0	0.678	0.322
chr16:14805546-14820185	NPIPA2	0.0	0.678	0.322
chr16:14805546-14820195	NPIPA3	0.0	0.678	0.322
chr12:95910336-95945266	USP44	0.0	0.678	0.322
chr19:51446559-51456344	KLK5	0.0	0.678	0.322
chr18:77155772-77289323	NFATC1	0.0	0.678	0.322
chr18:77155772-77228002	NFATC1	0.0	0.678	0.322
chr1:31652592-31712734	NKAIN1	0.0	0.678	0.322
chr10:68653868-68771911	LOC101928961	0.0	0.678	0.322
chr1:32830234-32860062	BSDC1	0.0	0.678	0.322
chr17:34746119-34756993	TBC1D3G	0.0	0.678	0.322
chr17:34746063-34757007	TBC1D3H	0.0	0.678	0.322
chr1:32538500-32568467	TMEM39B	0.0	0.678	0.322
chr6:44266463-44281063	AARS2	0.0	0.678	0.322
chr1:89597434-89641723	GBP7	0.0	0.678	0.322
chr19:39432041-39466453	FBXO17	0.0	0.678	0.322
chr15:72978520-73030817	BBS4	0.0	0.678	0.322
chr19:39971052-39984424	TIMM50	0.0	0.678	0.322
chr11:47270449-47290584	NR1H3	0.0	0.678	0.322
chr5:132387662-132440709	HSPA4	0.0	0.678	0.322
chr21:37529080-37666572	DOPEY2	0.0	0.678	0.322
chr1:94350756-94375154	GCLM	0.0	0.678	0.322
chr19:20115227-20150277	ZNF682	0.0	0.678	0.322
chr19:20115227-20150064	ZNF682	0.0	0.678	0.322
chr10:101802065-101841642	CPN1	0.0	0.678	0.322
chr19:19903520-19932560	ZNF506	0.0	0.678	0.322
chr1:98676267-98738214	LINC01776	0.0	0.678	0.322
chr19:17712137-17799008	UNC13A	0.0	0.678	0.322
chrX:70503042-70521018	NONO	0.0	0.678	0.322
chr21:15095789-15138858	LOC110091777	0.0	0.678	0.322
chr21:15095789-15126709	LOC110091777	0.0	0.678	0.322
chrX:73802811-73834461	RLIM	0.0	0.678	0.322
chr19:47634080-47713893	SAE1	0.0	0.678	0.322
chr12:124196865-124246301	ATP6V0A2	0.0	0.678	0.322
chr11:66036056-66044963	RAB1B	0.0	0.678	0.322
chr18:74536116-74682682	ZNF236	0.0	0.678	0.322
chr9:37800783-37867665	DCAF10	0.0	0.678	0.322
chr10:11891607-11936709	PROSER2-AS1	0.0	0.678	0.322
chr18:19109262-19180693	ESCO1	0.0	0.678	0.322
chrX:15843929-15873137	AP1S2	0.0	0.678	0.322
chr7:123177052-123241705	NDUFA5	0.0	0.678	0.322
chr7:123177052-123197825	NDUFA5	0.0	0.678	0.322
chr11:37960151-37976213	LOC105376633	0.0	0.678	0.322
chr10:86039736-86054415	LINC00858	0.0	0.678	0.322
chr2:25194981-25262563	DNAJC27-AS1	0.0	0.678	0.322
chr4:100799495-100815703	LAMTOR3	0.0	0.678	0.322
chrX:155227246-155240482	IL9R	0.0	0.678	0.322
chr1:21132785-21437876	EIF4G3	0.0	0.678	0.322
chr16:46919026-46965209	GPT2	0.0	0.678	0.322
chr12:498516-551806	CCDC77	0.0	0.678	0.322
chr6_mann_hap4:3505441-3534689	NOTCH4	0.0	0.678	0.322
chr1:156495197-156542396	IQGAP3	0.0	0.678	0.322
chr20:57267862-57290900	NPEPL1	0.0	0.678	0.322
chr3:196050417-196065291	TM4SF19	0.0	0.678	0.322
chr12:64586419-64616076	C12orf66	0.0	0.678	0.322
chr1:153302597-153321317	PGLYRP4	0.0	0.678	0.322
chr1:21132785-21503381	EIF4G3	0.0	0.678	0.322
chr11:61382508-61406921	RPLP0P2	0.0	0.678	0.322
chr18:21269407-21353786	LAMA3	0.0	0.678	0.322
chr18:21269407-21535029	LAMA3	0.0	0.678	0.322
chr6:42174539-42185633	MRPS10	0.0	0.678	0.322
chr19:53073917-53090427	ZNF701	0.0	0.678	0.322
chr5:122110691-122170234	SNX2	0.0	0.678	0.322
chrX:23851465-23926057	APOO	0.0	0.678	0.322
chr16:27438579-27463363	IL21R	0.0	0.678	0.322
chr10:88428426-88495824	LDB3	0.0	0.678	0.322
chr1:20959948-20978004	PINK1	0.0	0.678	0.322
chr10:88428426-88459810	LDB3	0.0	0.678	0.322
chr11:3647690-3658789	TRPC2	0.0	0.678	0.322
chr18:21269407-21376117	LAMA3	0.0	0.678	0.322
chr5:149340300-149366963	SLC26A2	0.0	0.68	0.32
chr7:33019086-33046543	FKBP9	0.0	0.68	0.32
chr3:113435307-113465146	NAA50	0.0	0.68	0.32
chr17:38375574-38438439	WIPF2	0.0	0.68	0.32
chr2:231729610-231743969	ITM2C	0.0	0.68	0.32
chr1:150980867-151008189	PRUNE1	0.0	0.68	0.32
chr17:29297956-29326927	RNF135	0.0	0.68	0.32
chr6_ssto_hap7:4839529-4857918	KIFC1	0.0	0.68	0.32
chr1:151009029-151020076	BNIPL	0.0	0.68	0.32
chr17:29297956-29326929	RNF135	0.0	0.68	0.32
chr20:25433333-25566167	NINL	0.0	0.68	0.32
chr2:220378892-220403494	ASIC4	0.0	0.68	0.32
chr20:18004796-18038526	OVOL2	0.0	0.68	0.32
chr7:44646121-44748669	OGDH	0.0	0.68	0.32
chr7:3180565-3198206	LOC100129603	0.0	0.68	0.32
chr3:53195537-53226733	PRKCD	0.0	0.68	0.32
chr5:74666928-74807454	COL4A3BP	0.0	0.68	0.32
chr20:5525080-5591672	GPCPD1	0.0	0.68	0.32
chr7:44646121-44716195	OGDH	0.0	0.68	0.32
chr9:33921691-34048947	UBAP2	0.0	0.68	0.32
chr1:154134289-154164611	TPM3	0.0	0.68	0.32
chr6:115954706-115964999	LOC105377962	0.0	0.68	0.32
chr1:192987535-193028523	UCHL5	0.0	0.68	0.32
chr5:76011868-76031605	F2R	0.0	0.68	0.32
chr2:232319459-232329205	NCL	0.0	0.68	0.32
chr1:37920480-37940044	LINC01137	0.0	0.68	0.32
chr5:74666928-74807806	COL4A3BP	0.0	0.68	0.32
chr8:12394588-12523120	LOC729732	0.0	0.68	0.32
chr9:15470642-15511017	PSIP1	0.0	0.68	0.32
chr19:55043909-55057024	KIR3DX1	0.0	0.68	0.32
chr6:160148532-160177352	WTAP	0.0	0.68	0.32
chr6:160148532-160170453	WTAP	0.0	0.68	0.32
chr18:45359466-45457517	SMAD2	0.0	0.68	0.32
chr6:160100096-160183561	SOD2	0.0	0.68	0.32
chr6:160100096-160114360	SOD2	0.0	0.68	0.32
chr19:52216365-52227245	HAS1	0.0	0.68	0.32
chr18:32946661-32957301	ZNF396	0.0	0.68	0.32
chr22:43265772-43343047	PACSIN2	0.0	0.68	0.32
chr18:70409549-70534810	NETO1	0.0	0.68	0.32
